Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
14.01,13.72,594,5,352,28.2,1.1,70.7,32331644,96953320,1885332,33139328,0,0,540,0,8404,2837,linpack
14.01,13.72,594,5,352,21.1,8.1,70.8,32331644,96953320,1885332,33139328,0,0,819,0,7127,2486,linpack
14.01,13.72,594,5,352,28.3,1,70.7,32331644,96953320,1885332,33139328,0,44000,556,0,7852,2857,linpack
14.01,13.73,594,5,352,25.2,4,70.8,32331516,96953288,1885492,33139392,0,0,360,0,8342,2761,linpack
14.01,13.73,594,5,352,19.6,3.7,76.7,32331516,96953288,1885492,33139392,0,0,1200,0,8303,2824,linpack
14.01,13.73,594,5,352,28.5,0.8,70.7,32331516,96953288,1885492,33139392,0,0,1524,0,8330,2825,linpack
14.01,13.73,594,5,352,28.4,0.7,70.8,32331788,96952880,1885632,33139776,0,0,780,0,8242,2951,linpack
14.01,13.73,594,5,352,25.2,4,70.7,32331788,96952880,1885632,33139776,0,16000,480,0,8120,2778,linpack
14.01,13.73,594,5,352,28.4,0.9,70.7,32331788,96952880,1885632,33139776,0,528000,660,0,8144,2764,linpack
14.01,13.73,594,5,352,28.4,0.9,70.8,32331668,96952848,1885784,33139828,0,0,600,0,7900,2740,linpack
14.01,13.73,594,5,352,24.9,4.4,70.7,32331668,96952848,1885784,33139828,0,0,924,0,8037,2915,linpack
14.01,13.73,594,5,352,25.2,3.9,70.8,32331668,96952848,1885784,33139828,0,0,360,0,7219,2576,linpack
14.01,13.74,594,5,352,28.5,0.8,70.7,32331420,96952944,1885936,33139748,0,28000,420,0,7713,2791,linpack
14.01,13.74,594,5,352,22.6,6.6,70.7,32331420,96952944,1885936,33139748,0,260000,720,0,7928,2860,linpack
14.01,13.74,594,5,352,21.7,1.7,76.7,32331416,96952832,1886044,33139800,0,0,502,0,7816,2980,linpack
14.01,13.74,594,5,352,28.5,0.8,70.7,32331416,96952832,1886044,33139800,0,0,300,0,7825,2837,linpack
14.01,13.74,594,5,352,28.2,1,70.8,32331416,96952832,1886044,33139800,0,0,420,0,7548,2874,linpack
14.01,13.74,594,5,352,25.5,3.8,70.7,32331180,96952928,1886188,33139732,0,32000,600,0,7209,2841,linpack
14.01,13.74,594,5,352,28.3,0.9,70.8,32331180,96952928,1886188,33139732,0,320000,1042,0,7621,3013,linpack
14.01,13.74,594,6,351,28.8,0.8,70.4,32331180,96952928,1886188,33139732,0,0,840,0,7374,2875,linpack
14.01,13.74,594,5,352,22.2,7,70.7,32331056,96952856,1886384,33139740,0,0,720,0,7543,2860,linpack
14.01,13.74,594,5,352,28.2,1.1,70.8,32331056,96952856,1886384,33139740,0,0,1503,0,6702,2749,linpack
14.01,13.75,594,5,352,22.8,6.5,70.7,32331056,96952856,1886384,33139740,0,44000,600,0,7206,3000,linpack
14.01,13.75,594,5,352,20.9,2.2,76.8,32331680,96952080,1886540,33140532,0,276000,540,0,6989,2764,linpack
14.01,13.75,594,5,352,28.6,0.6,70.7,32331680,96952080,1886540,33140532,0,0,2064,0,7450,2911,linpack
14.01,13.75,594,5,352,28.7,0.6,70.8,32331680,96952080,1886540,33140532,0,0,824,54,6985,2846,linpack
14.01,13.75,594,5,352,25.8,3.5,70.7,32331560,96952048,1886692,33140580,0,0,840,0,7063,3078,linpack
14.01,13.75,594,5,352,28.5,0.7,70.8,32331560,96952048,1886692,33140580,0,32000,720,0,7102,2816,linpack
14.01,13.75,594,5,352,28.6,0.7,70.7,32331560,96952048,1886692,33140580,0,276000,1175,169,7148,2825,linpack
14.01,13.75,594,5,352,26.9,2.4,70.7,32331320,96952128,1886844,33140508,0,0,944,0,6775,2810,linpack
14.01,13.75,594,5,352,28.5,0.8,70.8,32331320,96952128,1886844,33140508,0,0,960,0,5645,2254,linpack
14.01,13.75,594,5,352,26.9,2.4,70.7,32331320,96952128,1886844,33140508,0,0,1382,0,6196,2624,linpack
14.01,13.76,594,5,352,23.1,3,73.9,32331692,96951616,1886992,33140984,0,44000,724,0,6714,2870,linpack
14.01,13.76,594,5,352,28.4,0.8,70.7,32331692,96951616,1886992,33140984,0,0,664,0,6372,2867,linpack
14.01,13.76,594,5,352,28.4,0.8,70.8,32331692,96951616,1886992,33140984,0,276000,1324,0,7374,3079,linpack
14.01,13.76,594,5,352,25.5,3.8,70.7,32331568,96951584,1887144,33141028,0,0,963,0,6586,2816,linpack
14.01,13.76,594,5,352,28.6,0.7,70.7,32331568,96951584,1887144,33141028,0,0,604,0,6718,2898,linpack
14.01,13.76,594,5,352,28.5,0.8,70.7,32331568,96951584,1887144,33141028,0,0,300,0,7121,2799,linpack
14.01,13.76,594,5,352,26.6,2.7,70.8,32331444,96951552,1887296,33141072,0,32000,1252,0,6770,3020,linpack
14.01,13.76,594,5,352,24.9,4.4,70.7,32331444,96951552,1887296,33141072,0,316000,720,0,6414,2886,linpack
14.01,13.76,594,5,352,22,2.8,75.3,32331444,96951552,1887296,33141072,0,0,900,0,6514,2495,linpack
14.01,13.76,594,5,352,12.7,4.5,82.8,32331692,96951104,1887500,33141488,0,0,519,0,6151,2808,linpack
13.2,13.6,594,5,352,24.7,1.2,74.1,32331692,96951104,1887500,33141488,0,0,1260,0,6356,3011,linpack
13.2,13.6,594,5,352,28.4,0.8,70.8,32331692,96951104,1887500,33141488,0,28000,1020,0,6153,2824,linpack
13.2,13.6,594,5,352,28.5,0.8,70.8,32331324,96951312,1887656,33141344,0,0,1679,0,6704,2869,linpack
13.2,13.6,594,5,352,24,5.3,70.8,32331324,96951312,1887656,33141344,0,260000,1500,0,6169,2847,linpack
13.27,13.61,594,5,352,28.3,0.9,70.8,32331324,96951312,1887656,33141344,0,0,1560,0,6269,3009,linpack
13.27,13.61,594,5,352,28.4,0.9,70.7,32331204,96951280,1887808,33141356,0,0,1380,0,6903,2756,linpack
13.27,13.61,594,6,352,22.5,6.7,70.8,32331204,96951280,1887808,33141356,0,28000,1140,0,6068,2792,linpack
13.27,13.61,594,5,352,28.2,1.1,70.7,32331204,96951280,1887808,33141356,0,0,540,0,6353,2875,linpack
13.27,13.61,594,5,352,23,6.2,70.8,32450864,96831456,1887972,33261240,0,0,1140,0,6162,2615,linpack
13.33,13.61,594,5,352,21.4,1.9,76.6,32450864,96831456,1887972,33261240,0,0,1577,0,6037,2827,linpack
13.33,13.61,594,5,352,28.5,0.7,70.7,32450864,96831456,1887972,33261240,0,0,1320,0,5970,2877,linpack
13.33,13.61,594,5,352,28.5,0.8,70.7,32332072,96950096,1888124,33142616,0,16000,682,0,6253,2835,linpack
13.33,13.61,594,5,352,25.1,4.1,70.8,32332072,96950096,1888124,33142616,0,0,720,0,6163,3006,linpack
13.33,13.61,594,5,352,28.3,1,70.7,32332072,96950096,1888124,33142616,0,560000,660,0,6056,2830,linpack
13.38,13.62,594,5,352,28.3,1,70.7,32331952,96950064,1888276,33142664,0,0,960,0,6352,2958,linpack
13.38,13.62,594,5,352,22.2,7,70.8,32331952,96950064,1888276,33142664,0,0,742,0,6704,2867,linpack
13.38,13.62,594,5,352,28.1,1.2,70.7,32331952,96950064,1888276,33142664,0,32000,840,0,6283,3110,linpack
13.38,13.62,594,5,352,24.3,5,70.8,32331708,96950160,1888428,33142532,0,0,1439,0,7025,2828,linpack
13.38,13.62,594,5,352,20,3.7,76.2,32331708,96950160,1888428,33142532,0,0,960,0,5363,2543,linpack
13.43,13.63,594,5,352,28.6,0.7,70.8,32331708,96950160,1888428,33142532,0,312000,1359,0,5942,2895,linpack
13.43,13.63,594,5,352,28.5,0.7,70.8,32332340,96949376,1888576,33143332,0,0,1484,0,5958,2978,linpack
13.43,13.63,594,5,352,24.3,4.9,70.7,32332340,96949376,1888576,33143332,0,44000,1260,0,6243,2798,linpack
13.43,13.63,594,5,352,28.4,0.9,70.8,32332340,96949376,1888576,33143332,0,0,780,0,5934,2855,linpack
13.43,13.63,594,5,352,28.4,0.9,70.8,32332216,96949352,1888728,33143376,0,0,1105,0,5795,2800,linpack
13.48,13.63,594,5,352,24.4,4.9,70.7,32332216,96949352,1888728,33143376,0,0,682,0,6137,2949,linpack
13.48,13.63,594,5,352,27.6,1.6,70.8,32332216,96949352,1888728,33143376,0,324000,720,0,5857,2824,linpack
13.48,13.63,594,5,352,26.8,2.5,70.8,32332100,96949312,1888880,33143372,0,0,723,0,6134,2881,linpack
13.48,13.63,594,5,352,22,4.3,73.7,32332100,96949312,1888880,33143372,0,28000,682,0,6209,2598,linpack
13.48,13.63,594,5,352,28.6,0.7,70.7,32332100,96949312,1888880,33143372,0,0,1246,0,5926,3050,linpack
13.52,13.64,594,5,352,28.6,0.7,70.7,32332484,96948784,1889032,33143924,0,0,660,0,5828,2836,linpack
13.52,13.64,594,5,352,25.6,3.7,70.7,32332484,96948784,1889032,33143924,0,0,660,0,6056,2909,linpack
13.52,13.64,594,6,352,28.6,0.7,70.7,32332484,96948784,1889032,33143924,0,312000,780,0,6019,2841,linpack
13.52,13.64,594,5,352,28.4,0.8,70.8,32332364,96948752,1889180,33143972,0,28000,600,0,5900,2983,linpack
13.52,13.64,594,5,352,25.9,3.4,70.8,32332364,96948752,1889180,33143972,0,0,540,0,5976,2853,linpack
13.56,13.64,594,5,352,27.8,1.5,70.7,32332364,96948752,1889180,33143972,0,0,600,0,6405,2877,linpack
13.56,13.64,594,5,352,26.8,2.5,70.8,32450820,96830144,1889332,33262588,0,0,300,0,6133,2755,linpack
13.56,13.64,594,5,352,22.4,3.5,74.1,32450820,96830144,1889332,33262588,0,0,720,0,4889,2199,linpack
13.56,13.64,594,5,352,28.5,0.7,70.7,32450820,96830144,1889332,33262588,0,360000,540,0,4883,2176,linpack
13.56,13.64,594,5,352,28.6,0.6,70.8,32332736,96948032,1889532,33144616,0,0,780,0,5778,2820,linpack
13.67,13.67,594,5,352,26.9,2.4,70.7,32332736,96948032,1889532,33144616,0,0,759,0,5803,2827,linpack
13.67,13.67,594,5,352,28.3,0.9,70.8,32332736,96948032,1889532,33144616,0,0,780,0,6396,2928,linpack
13.67,13.67,594,5,352,28.3,0.9,70.8,32332624,96947992,1889680,33144676,0,0,660,0,5754,2781,linpack
13.67,13.67,594,5,352,23.7,5.6,70.8,32332624,96947992,1889680,33144676,0,304000,811,155,5806,2819,linpack
13.7,13.67,594,6,351,27.9,1.3,70.7,32332624,96947992,1889680,33144676,0,0,660,0,6276,2823,linpack
13.7,13.67,594,5,352,23,3.5,73.5,32332396,96948064,1889832,33144616,0,0,840,0,6206,3061,linpack
13.7,13.67,594,6,352,15,4.6,80.4,32332396,96948064,1889832,33144616,0,0,660,0,5762,2785,linpack
13.7,13.67,594,5,352,28.6,0.6,70.7,32332396,96948064,1889832,33144616,0,0,600,0,6525,2610,linpack
13.7,13.67,594,5,352,28.5,0.7,70.8,32332768,96947536,1889988,33145092,0,324000,780,0,5512,2714,linpack
13.72,13.68,594,5,352,25,4.3,70.7,32332768,96947536,1889988,33145092,0,0,840,0,5909,3027,linpack
13.72,13.68,594,5,352,28.3,0.9,70.8,32332768,96947536,1889988,33145092,0,0,802,0,5805,2843,linpack
13.72,13.68,594,5,352,28.6,0.7,70.7,32332644,96947520,1890136,33145136,0,0,1064,0,6258,2929,linpack
13.72,13.68,594,5,352,24.9,4.4,70.7,32332644,96947520,1890136,33145136,0,0,1685,194,5935,2972,linpack
13.72,13.68,594,5,352,28.1,1.2,70.8,32332644,96947520,1890136,33145136,0,312000,1020,0,6033,3087,linpack
13.75,13.68,594,5,352,25.7,3.6,70.7,32332520,96947488,1890288,33145180,0,0,981,0,6543,2837,linpack
13.75,13.68,594,5,352,18.4,3.7,77.9,32332520,96947488,1890288,33145180,0,0,900,0,5925,2951,linpack
13.75,13.68,594,5,352,28.5,0.8,70.7,32332520,96947488,1890288,33145180,0,0,1080,0,6654,2952,linpack
13.75,13.68,594,5,352,28.4,0.9,70.8,32332520,96947280,1890496,33145404,0,0,1140,42,5681,2646,linpack
13.75,13.68,594,5,352,23.8,5.5,70.8,32332520,96947280,1890496,33145404,0,320000,360,0,5772,2820,linpack
13.77,13.69,594,5,352,28.7,0.6,70.8,32332520,96947280,1890496,33145404,0,0,1827,0,5772,2818,linpack
13.77,13.69,594,5,352,28.4,0.9,70.7,32332276,96947376,1890648,33145264,0,0,819,0,6213,2756,linpack
13.77,13.69,594,5,352,22.4,6.8,70.8,32332276,96947376,1890648,33145264,0,0,600,0,5875,2903,linpack
13.77,13.69,594,5,352,28,1.3,70.7,32332276,96947376,1890648,33145264,0,0,812,0,5798,2763,linpack
13.77,13.69,594,5,352,27.3,1.9,70.8,32332160,96947328,1890804,33145316,0,300000,720,0,6237,2837,linpack
13.79,13.7,594,5,352,20.9,4,75.1,32332160,96947328,1890804,33145316,0,0,622,0,5864,2750,linpack
13.79,13.7,594,5,352,28.5,0.8,70.8,32332160,96947328,1890804,33145316,0,0,682,0,5946,2970,linpack
13.79,13.7,594,5,352,28.8,0.6,70.6,32332668,96946672,1890952,33145992,0,0,480,0,6257,2671,linpack
13.79,13.7,594,5,352,26.9,2.4,70.8,32332668,96946672,1890952,33145992,0,0,1079,0,5785,2849,linpack
13.79,13.7,594,5,352,28.2,1,70.7,32332668,96946672,1890952,33145992,0,0,502,0,5787,2846,linpack
13.8,13.7,594,5,352,28.2,1,70.7,32332548,96946632,1891116,33146044,0,296000,1882,0,6182,3075,linpack
13.8,13.7,594,5,352,23.4,5.9,70.7,32332548,96946632,1891116,33146044,0,0,1500,0,6034,2891,linpack
13.8,13.7,594,5,352,28.3,0.9,70.7,32332548,96946632,1891116,33146044,0,0,1097,0,5790,2824,linpack
13.8,13.7,594,5,352,23.2,6.1,70.7,32332316,96946712,1891268,33145980,0,0,720,0,5842,2864,linpack
13.8,13.7,594,5,352,22.8,1.5,75.7,32332316,96946712,1891268,33145980,0,0,1920,0,6322,3058,linpack
13.82,13.71,594,5,352,28.6,0.7,70.7,32332316,96946712,1891268,33145980,0,340000,1500,0,5978,2830,linpack
13.82,13.71,594,5,352,28.5,0.7,70.7,32332688,96946192,1891420,33146492,0,0,1620,0,6457,2871,linpack
13.82,13.71,594,5,352,24.4,5,70.7,32332688,96946192,1891420,33146492,0,0,1560,0,5578,2723,linpack
13.82,13.71,594,5,352,28.2,1,70.8,32332688,96946192,1891420,33146492,0,0,1560,0,5909,3000,linpack
13.83,13.71,594,5,352,28.5,0.8,70.8,32332564,96946160,1891576,33146564,0,0,960,0,5747,2781,linpack
13.83,13.71,594,5,352,25,4.3,70.7,32332564,96946160,1891576,33146564,0,32000,2004,0,5914,2783,linpack
13.83,13.71,594,5,352,28.4,0.8,70.8,32332564,96946160,1891576,33146564,0,312000,1331,0,5716,2749,linpack
13.83,13.71,594,5,352,23.9,4,72.1,32332692,96945872,1891728,33146804,0,0,1492,0,6136,2971,linpack
13.83,13.71,594,5,352,25.7,1.1,73.3,32332692,96945872,1891728,33146804,0,0,1112,0,6117,2816,linpack
13.85,13.72,594,5,352,28.6,0.6,70.7,32332572,96945896,1891828,33146824,0,0,1499,0,6060,2873,linpack
13.85,13.72,594,5,352,28.4,0.8,70.8,32332572,96945896,1891828,33146824,0,44000,1140,0,5650,2353,linpack
13.85,13.72,594,5,352,26.5,2.8,70.7,32332572,96945896,1891828,33146824,0,324000,1055,169,5173,2591,linpack
13.85,13.72,594,5,352,28.6,0.7,70.7,32332332,96945984,1891976,33146696,0,0,780,0,5823,2864,linpack
13.85,13.72,594,5,352,28.1,1.2,70.7,32332332,96945984,1891976,33146696,0,0,720,0,5809,2861,linpack
13.86,13.72,594,5,352,25.4,3.9,70.7,32332332,96945984,1891976,33146696,0,0,622,0,6140,2811,linpack
13.86,13.72,594,5,352,27.2,1.8,71,32332212,96945952,1892128,33146716,0,28000,864,0,5875,3019,linpack
13.86,13.72,594,5,352,13.3,3.4,83.3,32332212,96945952,1892128,33146716,0,0,660,0,5761,2832,linpack
13.86,13.72,594,5,352,27.9,0.7,71.4,32332212,96945952,1892128,33146716,0,260000,720,0,6158,2823,linpack
13.86,13.72,594,5,352,28.4,0.9,70.7,32332716,96945296,1892284,33147388,0,0,562,0,5766,2833,linpack
13.87,13.73,594,5,352,27.2,2,70.7,32332716,96945296,1892284,33147388,0,0,600,0,6567,3116,linpack
13.87,13.73,594,5,352,27.3,2,70.7,32332716,96945296,1892284,33147388,0,28000,1204,0,5071,2320,linpack
13.87,13.73,594,6,351,28.5,1.1,70.4,32332592,96945216,1892484,33147456,0,0,844,0,5860,2913,linpack
13.87,13.73,594,6,351,27,2.3,70.7,32332592,96945216,1892484,33147456,0,368000,604,0,5789,2805,linpack
13.87,13.73,594,5,352,23.5,5.8,70.7,32332592,96945216,1892484,33147456,0,0,844,0,6344,2967,linpack
13.88,13.73,594,5,352,28.1,1.1,70.8,32332460,96945200,1892640,33147488,0,0,844,0,5729,2779,linpack
13.88,13.73,594,5,352,17.4,6.6,76,32332460,96945200,1892640,33147488,0,0,660,0,5706,2753,linpack
13.88,13.73,594,5,352,28.6,0.7,70.7,32332460,96945200,1892640,33147488,0,44000,699,0,6260,2789,linpack
13.88,13.73,594,5,352,28.6,0.6,70.8,32332860,96944648,1892788,33148056,0,0,360,0,5920,2906,linpack
13.88,13.73,594,5,352,26,3.3,70.7,32332860,96944648,1892788,33148056,0,276000,720,0,5709,2779,linpack
13.89,13.74,594,5,352,28.3,1,70.7,32332860,96944648,1892788,33148056,0,0,720,0,5814,2614,linpack
13.89,13.74,594,5,352,28.5,0.7,70.8,32332740,96944616,1892940,33148104,0,0,240,0,5709,2770,linpack
13.89,13.74,594,5,352,25.4,4,70.7,32332740,96944616,1892940,33148104,0,28000,742,0,5988,3192,linpack
13.89,13.74,594,5,352,28.2,1.1,70.8,32332740,96944616,1892940,33148104,0,0,862,0,5924,2864,linpack
13.89,13.74,594,5,352,25,4.3,70.8,32449140,96828064,1893088,33264616,0,0,780,0,5769,2838,linpack
13.9,13.74,594,5,352,21.4,1.9,76.7,32449140,96828064,1893088,33264616,0,280000,2244,0,5913,2956,linpack
13.9,13.74,594,6,351,28.5,0.8,70.7,32449140,96828064,1893088,33264616,0,0,1042,0,6300,3044,linpack
13.9,13.74,594,5,352,28.5,0.8,70.7,32332992,96944064,1893240,33148624,0,48000,682,0,5827,2780,linpack
13.9,13.74,594,5,352,24.6,4.6,70.8,32332992,96944064,1893240,33148624,0,0,900,0,5872,2878,linpack
13.9,13.74,594,5,352,28.4,0.8,70.8,32332992,96944064,1893240,33148624,0,0,960,0,5805,2551,linpack
13.91,13.74,594,5,352,28.3,1,70.7,32332868,96944032,1893400,33148668,0,280000,840,0,6007,3074,linpack
13.91,13.74,594,5,352,23,6.3,70.7,32332868,96944032,1893400,33148668,0,0,480,0,5702,2803,linpack
13.91,13.74,594,5,352,28.4,0.9,70.7,32332868,96944032,1893400,33148668,0,28000,780,54,6204,2837,linpack
13.91,13.74,594,5,352,25,4.2,70.7,32334108,96942584,1893604,33150132,0,0,840,0,5771,2762,linpack
13.92,13.75,594,5,352,25.3,1.1,73.7,32334108,96942584,1893604,33150132,0,0,844,0,5792,2938,linpack
13.92,13.75,594,5,352,28.5,0.8,70.7,32333620,96942960,1893716,33149756,0,260000,1083,0,5798,2786,linpack
13.92,13.75,594,5,352,28.2,1.1,70.7,32333620,96942960,1893716,33149756,0,0,724,0,5902,2769,linpack
13.92,13.75,594,5,352,27.1,2.2,70.8,32333620,96942960,1893716,33149756,0,28000,763,0,5753,2795,linpack
13.92,13.75,594,5,352,28.4,0.9,70.7,32333404,96943024,1893864,33149644,0,0,1024,0,5859,2821,linpack
13.92,13.75,594,5,352,28.5,0.8,70.7,32333404,96943024,1893864,33149644,0,0,1079,0,5712,2826,linpack
13.92,13.75,594,5,352,25.9,3.4,70.7,32333404,96943024,1893864,33149644,0,260000,780,0,5798,2900,linpack
13.92,13.75,594,5,352,27.9,1.4,70.7,32449244,96827024,1894028,33265652,0,0,783,0,5915,2830,linpack
13.92,13.75,594,5,352,23.7,3.1,73.2,32449244,96827024,1894028,33265652,0,28000,300,0,5856,2988,linpack
13.92,13.75,594,5,352,28.7,0.6,70.7,32449244,96827024,1894028,33265652,0,0,120,0,5701,2810,linpack
13.93,13.76,594,5,352,28.6,0.7,70.7,32332060,96944032,1894204,33148640,0,0,802,0,5789,2868,linpack
13.93,13.76,594,5,352,27,2.2,70.8,32332060,96944032,1894204,33148640,0,260000,900,0,6037,2844,linpack
13.93,13.76,594,5,352,28.5,0.7,70.8,32332060,96944032,1894204,33148640,0,0,1088,0,5919,2958,linpack
13.93,13.76,594,5,352,28.6,0.7,70.8,32331964,96943984,1894352,33148656,0,28000,899,0,4299,1978,linpack
13.93,13.76,594,5,352,27.5,1.8,70.8,32331964,96943984,1894352,33148656,0,0,1119,0,5705,2839,linpack
13.94,13.76,594,5,352,26.9,1.1,72,32331964,96943984,1894352,33148656,0,0,780,0,5707,2807,linpack
13.94,13.76,594,5,352,15.8,2.8,81.4,32332752,96943040,1894504,33149644,0,256000,660,0,6001,2957,linpack
13.94,13.76,594,5,352,21,1.4,77.6,32332752,96943040,1894504,33149644,0,0,720,0,5703,2800,linpack
13.94,13.76,594,5,352,28.5,0.8,70.7,32332752,96943040,1894504,33149644,0,32000,840,0,5808,2962,linpack
13.94,13.76,594,5,352,28.5,0.8,70.7,32332272,96943368,1894656,33149332,0,0,840,0,5747,2733,linpack
13.94,13.77,594,5,352,24.4,4.8,70.8,32332272,96943368,1894656,33149332,0,0,600,0,6223,2942,linpack
13.94,13.77,594,5,352,28.5,0.8,70.8,32332272,96943368,1894656,33149332,0,312000,480,0,5679,2800,linpack
13.94,13.77,594,5,352,28.3,0.9,70.8,32332092,96943392,1894808,33149264,0,0,540,0,5541,2460,linpack
13.94,13.77,594,5,352,22.4,6.8,70.8,32332092,96943392,1894808,33149264,0,44000,850,155,5742,2899,linpack
13.94,13.77,594,5,352,28.4,0.9,70.7,32332092,96943392,1894808,33149264,0,0,616,0,5789,3024,linpack
13.95,13.77,594,5,352,20,4.8,75.2,32332480,96942848,1894964,33149820,0,0,1588,0,5772,2800,linpack
13.95,13.77,594,5,352,27.1,0.7,72.2,32332480,96942848,1894964,33149820,0,0,1380,0,5849,2938,linpack
13.95,13.77,594,5,352,28.7,0.5,70.8,32332480,96942848,1894964,33149820,0,276000,1080,0,5692,2855,linpack
13.95,13.77,594,5,352,27.5,1.7,70.7,32332356,96942824,1895116,33149864,0,0,1522,0,5787,3012,linpack
13.95,13.77,594,5,352,28.2,1.1,70.7,32332356,96942824,1895116,33149864,0,28000,1342,0,5955,2869,linpack
13.95,13.77,594,5,352,28.2,1,70.8,32332356,96942824,1895116,33149864,0,0,1619,0,5671,2835,linpack
13.95,13.77,594,5,352,26.2,3,70.8,32332240,96942784,1895268,33149864,0,0,2400,0,5351,2517,linpack
13.95,13.77,594,5,352,26.3,3,70.7,32332240,96942784,1895268,33149864,0,312000,2146,0,5840,3091,linpack
13.95,13.77,594,5,352,25.6,3.6,70.8,32332240,96942784,1895268,33149864,0,0,1162,0,5648,2816,linpack
13.95,13.77,594,5,352,23,2.1,74.9,32332616,96942264,1895416,33150352,0,28000,600,0,5822,2779,linpack
14.03,13.79,594,5,352,28.6,0.7,70.7,32332616,96942264,1895416,33150352,0,0,1320,0,5765,2778,linpack
14.03,13.79,594,5,352,28.6,0.6,70.7,32332616,96942264,1895416,33150352,0,0,1020,0,5732,2935,linpack
14.03,13.79,594,5,352,25.3,4.3,70.4,32332516,96942160,1895616,33150512,0,0,780,0,5662,2791,linpack
14.03,13.79,594,5,352,28.7,0.5,70.7,32332516,96942160,1895616,33150512,0,256000,900,0,6137,2858,linpack
14.03,13.8,594,5,352,28.5,0.7,70.7,32332516,96942160,1895616,33150512,0,32000,932,0,5681,2783,linpack
14.03,13.8,594,5,352,25.9,3.4,70.7,32332424,96942096,1895772,33150556,0,0,812,0,5736,2885,linpack
14.03,13.8,594,5,352,28.6,0.6,70.7,32332424,96942096,1895772,33150556,0,0,812,0,5597,2825,linpack
14.03,13.8,594,5,352,21.1,3.6,75.4,32332424,96942096,1895772,33150556,0,0,1140,0,5630,2862,linpack
14.03,13.8,594,5,352,28.7,0.5,70.7,32332676,96941688,1895932,33150976,0,372000,939,0,5932,2929,linpack
14.03,13.8,594,5,352,28.6,0.7,70.7,32332676,96941688,1895932,33150976,0,44000,1692,0,5825,3058,linpack
14.03,13.8,594,5,352,26.6,2.6,70.8,32332676,96941688,1895932,33150976,0,0,1416,0,5671,2936,linpack
14.03,13.8,594,5,352,28.6,0.7,70.7,32332564,96941648,1896084,33151004,0,0,900,0,5816,2876,linpack
14.03,13.8,594,5,352,28.3,0.9,70.7,32332564,96941648,1896084,33151004,0,0,720,0,5693,2810,linpack
14.03,13.8,594,5,352,23.6,5.6,70.8,32332564,96941648,1896084,33151004,0,0,1538,0,5962,3192,linpack
14.03,13.81,594,5,352,28.3,0.9,70.8,32332448,96941616,1896228,33151084,0,340000,1152,0,5657,2823,linpack
14.03,13.81,594,5,352,24.6,4.6,70.7,32332448,96941616,1896228,33151084,0,0,756,0,5826,3003,linpack
14.03,13.81,594,5,352,24,1.3,74.7,32332448,96941616,1896228,33151084,0,0,940,0,5616,2808,linpack
14.03,13.81,594,5,352,28.6,0.6,70.8,32332948,96940968,1896380,33151696,0,0,1018,0,5852,2973,linpack
14.03,13.81,594,5,352,28.6,0.6,70.7,32332948,96940968,1896380,33151696,0,0,812,0,5554,2781,linpack
14.02,13.81,594,6,351,27,2.2,70.8,32332948,96940968,1896380,33151696,0,420000,1484,0,5594,2819,linpack
14.02,13.81,594,5,352,28.8,0.5,70.7,32332824,96940944,1896528,33151712,0,0,1568,0,5666,2798,linpack
14.02,13.81,594,5,352,28.5,0.8,70.8,32332824,96940944,1896528,33151712,0,0,992,0,5513,2868,linpack
14.02,13.81,594,5,352,26.8,2.4,70.7,32332824,96940944,1896528,33151712,0,0,1144,0,4364,2074,linpack
14.02,13.81,594,5,352,26.8,2.5,70.7,32332452,96941104,1896740,33151564,0,0,1112,0,4456,2276,linpack
13.62,13.73,594,5,352,24.2,1.1,74.8,32332452,96941104,1896740,33151564,0,0,872,0,5642,2897,linpack
13.62,13.73,594,5,352,28.6,0.6,70.7,32332452,96941104,1896740,33151564,0,292000,632,0,5737,3039,linpack
13.62,13.73,594,5,352,28.4,0.8,70.7,32332828,96940576,1896896,33152112,0,0,932,0,5899,2832,linpack
13.62,13.73,594,5,352,26.8,2.4,70.8,32332828,96940576,1896896,33152112,0,0,1592,0,5631,2873,linpack
13.62,13.73,594,5,352,28.6,0.6,70.8,32332828,96940576,1896896,33152112,0,0,851,0,5582,2850,linpack
13.65,13.73,594,5,352,28,1.2,70.7,32332704,96940544,1897048,33152156,0,0,1031,169,6135,3005,linpack
13.65,13.73,594,5,352,26.2,3,70.8,32332704,96940544,1897048,33152156,0,28000,935,0,5551,2848,linpack
13.65,13.73,594,5,352,27.4,1.9,70.7,32332704,96940544,1897048,33152156,0,260000,604,0,5992,2969,linpack
13.65,13.73,594,5,352,24.8,2.4,72.8,32333316,96939768,1897212,33152872,0,0,724,0,4671,2374,linpack
13.65,13.73,594,5,352,28.6,0.7,70.7,32333316,96939768,1897212,33152872,0,0,926,0,5733,3059,linpack
13.68,13.74,594,5,352,28.6,0.6,70.7,32333316,96939768,1897212,33152872,0,0,779,0,5522,2790,linpack
13.68,13.74,594,5,352,27.5,1.8,70.7,32332828,96940112,1897360,33152552,0,28000,862,0,5679,2856,linpack
13.68,13.74,594,5,352,28.4,0.8,70.8,32332828,96940112,1897360,33152552,0,260000,780,0,5505,2786,linpack
