Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
13.41,13.1,595,5,352,27.2,2.1,70.7,32330524,97010240,1829532,33082496,0,32000,900,0,5315,2891,linpack
13.41,13.1,595,5,352,23.4,5.9,70.7,32330524,97010240,1829532,33082496,0,276000,1080,0,5280,2861,linpack
13.41,13.1,595,5,352,23.8,3.6,72.6,32330524,97010240,1829532,33082496,0,0,1020,0,5328,2993,linpack
13.45,13.12,595,5,352,23.2,1.3,75.6,32331516,97009096,1829684,33083656,0,0,660,0,5273,2853,linpack
13.45,13.12,595,5,352,28.5,0.7,70.7,32331516,97009096,1829684,33083656,0,0,900,0,5333,2855,linpack
13.45,13.12,595,5,352,28.4,0.8,70.7,32331516,97009096,1829684,33083656,0,44000,780,0,5326,2810,linpack
13.45,13.12,595,5,352,27.8,1.5,70.7,32331516,97008944,1829840,33083804,0,280000,1260,0,5337,2998,linpack
13.45,13.12,595,5,352,25.9,3.3,70.7,32331516,97008944,1829840,33083804,0,0,1559,0,5260,2815,linpack
13.5,13.13,595,5,352,28.4,0.8,70.8,32331516,97008944,1829840,33083804,0,0,1080,0,5251,2818,linpack
13.5,13.13,595,5,352,28.4,0.9,70.7,32331640,97008664,1829992,33084132,0,0,720,0,4244,2386,linpack
13.5,13.13,595,5,352,25.5,3.8,70.7,32331640,97008664,1829992,33084132,0,40000,960,0,5310,2989,linpack
13.5,13.13,595,5,352,24.8,4.4,70.7,32331640,97008664,1829992,33084132,0,272000,995,169,5293,2880,linpack
13.5,13.13,595,5,352,28.4,0.9,70.7,32331640,97008512,1830144,33084244,0,0,720,0,5275,2860,linpack
13.54,13.15,595,5,352,28.3,0.9,70.8,32331640,97008512,1830144,33084244,0,0,1556,0,5257,2856,linpack
13.54,13.15,595,5,352,24.6,4.6,70.7,32331640,97008512,1830144,33084244,0,0,1140,0,5356,3009,linpack
13.54,13.15,595,5,352,23.3,5.9,70.8,32331396,97008608,1830292,33084140,0,28000,600,0,5279,2864,linpack
13.54,13.15,595,5,352,18.8,2.5,78.7,32331396,97008608,1830292,33084140,0,260000,780,0,5283,2854,linpack
13.54,13.15,595,5,352,18.9,1.7,79.4,32331396,97008608,1830292,33084140,0,0,900,0,5240,2833,linpack
13.58,13.16,595,5,352,28.3,1,70.7,32331772,97008080,1830444,33084684,0,0,364,0,5347,2995,linpack
13.58,13.16,595,5,352,28.6,0.7,70.7,32331772,97008080,1830444,33084684,0,0,724,0,5266,2852,linpack
13.58,13.16,595,5,352,27.9,1.3,70.8,32331772,97008080,1830444,33084684,0,28000,724,0,5269,2835,linpack
13.58,13.16,595,5,352,24.8,5,70.2,32331784,97007920,1830592,33084836,0,260000,664,0,5182,2758,linpack
13.58,13.16,595,5,352,28.4,0.8,70.8,32331784,97007920,1830592,33084836,0,0,1204,0,5405,3075,linpack
13.61,13.18,595,5,352,28.3,0.9,70.8,32331784,97007920,1830592,33084836,0,0,899,0,3929,2141,linpack
13.61,13.18,595,5,352,26.4,2.8,70.8,32331660,97007840,1830792,33084928,0,0,720,0,3810,2123,linpack
13.61,13.18,595,5,352,24.7,4.6,70.7,32331660,97007840,1830792,33084928,0,0,682,0,5295,2887,linpack
13.61,13.18,595,5,352,28.2,1.1,70.7,32331660,97007840,1830792,33084928,0,292000,884,0,5384,3042,linpack
13.61,13.18,595,5,352,28.4,0.9,70.7,32331540,97007816,1830940,33084980,0,0,600,0,5272,2873,linpack
13.64,13.19,595,5,352,26.6,2.6,70.7,32331540,97007816,1830940,33084980,0,0,1140,0,5457,3035,linpack
13.64,13.19,595,5,352,22.9,6.3,70.7,32331540,97007816,1830940,33084980,0,0,1162,0,5302,2887,linpack
13.64,13.19,595,5,352,25.8,3.4,70.8,32331636,97007568,1831092,33085236,0,0,1124,0,5355,3020,linpack
13.64,13.19,595,5,352,16.5,1.9,81.6,32331636,97007568,1831092,33085236,0,36000,900,0,5293,2896,linpack
13.64,13.19,595,5,352,28.4,0.9,70.7,32331636,97007568,1831092,33085236,0,312000,720,0,5251,2819,linpack
13.67,13.2,595,5,352,28.4,0.9,70.7,32331732,97007320,1831244,33085444,0,0,1325,0,5333,2955,linpack
13.67,13.2,595,5,352,28.5,0.7,70.7,32331732,97007320,1831244,33085444,0,0,1461,194,5394,3041,linpack
13.67,13.2,595,5,352,26,3.3,70.7,32331732,97007320,1831244,33085444,0,0,420,0,5195,2747,linpack
13.67,13.2,595,5,352,28.2,1.1,70.8,32331612,97007288,1831396,33085492,0,44000,1140,0,5273,2837,linpack
13.7,13.22,595,5,352,28.2,1.1,70.7,32331612,97007288,1831396,33085492,0,324000,960,0,5334,2910,linpack
13.7,13.22,595,5,352,26,3.2,70.8,32331488,97007312,1831496,33085480,0,0,720,0,3552,2146,linpack
13.7,13.22,595,5,352,24.3,5,70.7,32331488,97007312,1831496,33085480,0,0,720,42,5260,2841,linpack
13.7,13.22,595,5,352,28.4,1,70.6,32331488,97007312,1831496,33085480,0,0,960,0,5279,2859,linpack
13.7,13.22,595,5,352,28.1,1.2,70.8,32331364,97007224,1831708,33085532,0,28000,1284,0,5262,2842,linpack
13.72,13.23,595,5,352,25.3,4,70.7,32331364,97007224,1831708,33085532,0,0,780,0,5333,2996,linpack
13.72,13.23,595,5,352,22.3,7,70.8,32331364,97007224,1831708,33085532,0,260000,780,0,5269,2858,linpack
13.72,13.23,595,5,352,22.9,4,73.1,32332112,97006328,1831856,33086448,0,0,780,0,5249,2813,linpack
13.72,13.23,595,5,352,20,1.6,78.3,32332112,97006328,1831856,33086448,0,0,780,0,5269,2851,linpack
13.72,13.23,595,5,352,28.5,0.8,70.6,32332112,97006328,1831856,33086448,0,28000,720,0,5344,2995,linpack
13.74,13.24,595,5,352,28.3,0.9,70.8,32331776,97006512,1832008,33086252,0,0,480,0,5241,2807,linpack
13.74,13.24,595,6,351,27.1,2.1,70.7,32331776,97006512,1832008,33086252,0,320000,660,0,5296,2881,linpack
13.74,13.24,595,5,352,25.8,3.5,70.7,32331776,97006512,1832008,33086252,0,0,660,0,5235,2789,linpack
13.74,13.24,595,5,352,28.3,1,70.7,32331652,97006464,1832176,33086336,0,0,840,0,5291,2943,linpack
13.74,13.24,594,5,352,28.3,1,70.6,32331652,97006464,1832176,33086336,0,44000,840,0,5261,2828,linpack
13.76,13.26,594,5,352,24.7,4.6,70.7,32331652,97006464,1832176,33086336,0,0,960,0,4418,2473,linpack
13.76,13.26,594,5,352,27.5,1.9,70.7,32330808,97007184,1832304,33085612,0,276000,699,0,4566,2499,linpack
13.76,13.26,594,5,352,28.2,1.1,70.8,32330808,97007184,1832304,33085612,0,0,900,0,5390,3084,linpack
13.76,13.26,594,5,352,28.2,1,70.8,32330808,97007184,1832304,33085612,0,0,840,0,5269,2859,linpack
13.76,13.26,594,5,352,22.1,7.2,70.7,32330688,97007152,1832452,33085664,0,0,540,0,5223,2809,linpack
13.78,13.27,594,5,352,25.7,3.5,70.8,32330688,97007152,1832452,33085664,0,28000,360,0,5282,2847,linpack
13.78,13.27,594,5,352,15.3,4,80.7,32330688,97007152,1832452,33085664,0,276000,600,0,5420,3127,linpack
13.78,13.27,594,5,352,25.9,0.9,73.1,32331272,97006416,1832604,33086416,0,0,1350,155,5405,3005,linpack
13.78,13.27,594,5,352,28.6,0.8,70.6,32331272,97006416,1832604,33086416,4096,0,1246,0,5447,3047,linpack
13.78,13.27,594,5,352,28.5,0.8,70.7,32331272,97006416,1832604,33086416,0,0,540,0,5270,2813,linpack
13.8,13.28,594,5,352,25.6,3.6,70.8,32331148,97006392,1832756,33086404,0,76000,844,0,5361,3047,linpack
13.8,13.28,594,5,352,27.8,1.5,70.7,32331148,97006392,1832756,33086404,0,0,1043,162,5273,2842,linpack
13.8,13.28,594,5,352,28.3,0.9,70.8,32331148,97006288,1832856,33086516,0,320000,1165,0,5245,2811,linpack
13.8,13.28,594,5,352,28.5,0.8,70.7,32331148,97006288,1832856,33086516,0,0,926,0,5246,2778,linpack
13.82,13.29,594,5,352,23.4,5.9,70.7,32331148,97006288,1832856,33086516,0,0,1706,0,5078,2954,linpack
13.82,13.29,594,5,352,28.4,0.9,70.7,32330900,97006384,1833008,33086408,0,36000,900,0,3609,2048,linpack
13.82,13.29,594,5,352,28.3,1,70.7,32330900,97006384,1833008,33086408,0,0,862,0,5304,2888,linpack
13.82,13.29,594,5,352,28.3,1,70.7,32330900,97006384,1833008,33086408,0,268000,862,0,5286,2868,linpack
13.82,13.29,595,5,352,21.9,7.4,70.7,32330916,97006216,1833164,33086616,0,0,682,0,5299,2952,linpack
13.83,13.31,595,5,352,25.8,3.4,70.8,32330916,97006216,1833164,33086616,0,0,1408,0,5417,2871,linpack
13.83,13.31,595,5,352,19.7,2,78.4,32330916,97006216,1833164,33086616,0,28000,1199,0,5297,2886,linpack
13.83,13.31,595,5,352,28.5,0.8,70.8,32331172,97005808,1833316,33086984,0,0,1376,0,5242,2821,linpack
13.83,13.31,595,5,352,28.5,0.7,70.8,32331172,97005808,1833316,33086984,0,260000,660,0,5323,3001,linpack
13.83,13.31,595,5,352,28.6,0.7,70.8,32331172,97005808,1833316,33086984,0,0,540,0,5265,2842,linpack
13.85,13.32,595,5,352,26.2,3.1,70.7,32331296,97005536,1833468,33087264,0,0,1820,0,5408,2948,linpack
13.85,13.32,595,5,352,28.1,1.2,70.8,32331296,97005536,1833468,33087264,0,28000,484,0,5263,2853,linpack
13.85,13.32,595,5,352,28.6,0.7,70.7,32331296,97005536,1833468,33087264,0,0,604,0,5320,2977,linpack
13.85,13.32,595,5,352,26.7,3,70.3,32331172,97005504,1833620,33087308,0,256000,784,0,5259,2816,linpack
13.85,13.32,595,5,352,26.7,2.5,70.7,32331172,97005504,1833620,33087308,0,0,1027,0,5315,2902,linpack
13.86,13.33,595,5,352,27.9,1.4,70.7,32331172,97005504,1833620,33087308,0,0,664,0,3982,2199,linpack
13.86,13.33,595,5,352,27.9,1.4,70.7,32331120,97005360,1833816,33087472,0,28000,780,0,5377,3070,linpack
13.86,13.33,595,5,352,24.5,4.7,70.7,32331120,97005360,1833816,33087472,0,0,480,0,5253,2832,linpack
13.86,13.33,595,5,352,24.1,5.1,70.8,32331120,97005360,1833816,33087472,0,0,1144,0,5257,2849,linpack
13.86,13.33,595,5,352,16.7,3.8,79.5,32331856,97004464,1833980,33088320,0,312000,784,0,5274,2857,linpack
13.07,13.17,595,5,352,23.1,1.2,75.7,32331856,97004464,1833980,33088320,0,0,604,54,5352,3029,linpack
13.07,13.17,595,5,352,28.5,0.8,70.7,32331856,97004464,1833980,33088320,0,0,964,0,5264,2830,linpack
13.07,13.17,595,5,352,28.4,0.9,70.8,32331368,97004800,1834124,33088000,0,28000,1323,0,5396,3015,linpack
13.07,13.17,595,5,352,25.5,3.8,70.7,32331368,97004800,1834124,33088000,0,0,660,0,5309,2852,linpack
13.07,13.17,595,5,352,25.3,4,70.8,32331368,97004800,1834124,33088000,0,0,300,0,5286,2947,linpack
13.14,13.19,595,5,352,28.5,0.7,70.8,32331244,97004776,1834276,33088060,0,336000,724,0,5281,2864,linpack
13.14,13.19,595,5,352,28.4,0.9,70.7,32331244,97004776,1834276,33088060,0,0,784,0,5224,2794,linpack
13.14,13.19,595,5,352,25.6,3.7,70.7,32331244,97004776,1834276,33088060,0,44000,823,0,5235,2788,linpack
13.14,13.19,595,5,352,26.7,2.6,70.7,32331004,97004856,1834436,33087932,0,0,800,0,4831,2769,linpack
13.14,13.19,595,5,352,28.2,1,70.8,32331004,97004856,1834436,33087932,0,0,844,0,3546,1998,linpack
13.21,13.2,595,5,352,28.3,1,70.7,32331008,97004752,1834536,33088076,0,256000,1260,0,5331,2916,linpack
13.21,13.2,595,5,352,23,6.2,70.7,32331008,97004752,1834536,33088076,0,0,840,0,5252,2839,linpack
13.21,13.2,595,5,352,26.8,2.5,70.7,32331008,97004752,1834536,33088076,0,28000,660,0,5345,3011,linpack
13.21,13.2,595,5,352,16,3.1,80.9,32331376,97004176,1834748,33088612,0,0,664,0,5242,2830,linpack
13.28,13.22,595,5,352,28.4,0.9,70.7,32331376,97004176,1834748,33088612,0,0,847,0,5254,2830,linpack
13.28,13.22,595,5,352,28.4,0.9,70.8,32331376,97004176,1834748,33088612,0,260000,1048,0,5222,2783,linpack
13.28,13.22,595,5,352,28.2,1,70.7,32331264,97004144,1834892,33088640,0,0,604,0,5333,3005,linpack
13.28,13.22,595,5,352,23.6,5.6,70.7,32331264,97004144,1834892,33088640,0,28000,686,0,5257,2838,linpack
13.28,13.22,595,5,352,28.4,0.9,70.7,32331264,97004144,1834892,33088640,0,0,903,0,5266,2833,linpack
13.33,13.23,595,5,352,28.2,1.1,70.8,32331140,97004112,1835044,33088684,0,0,862,0,5284,2882,linpack
13.33,13.23,595,5,352,28.2,1.1,70.7,32331140,97004112,1835044,33088684,0,260000,660,0,5312,2947,linpack
13.33,13.23,595,5,352,21,8.2,70.8,32331140,97004112,1835044,33088684,0,0,1207,182,5211,2760,linpack
13.33,13.23,595,5,352,28,1.3,70.7,32331000,97004080,1835216,33088684,0,32000,900,0,5326,2912,linpack
13.33,13.23,595,5,352,28.5,0.8,70.7,32331000,97004080,1835216,33088684,0,0,922,0,3631,2069,linpack
13.39,13.24,595,5,352,28,1.3,70.7,32331000,97004080,1835216,33088684,0,0,540,0,5278,2920,linpack
13.39,13.24,595,6,352,23.3,5.9,70.7,32330776,97004160,1835364,33088604,0,320000,802,0,5269,2845,linpack
13.39,13.24,595,5,352,24.9,2.6,72.5,32330776,97004160,1835364,33088604,0,0,720,0,5277,2858,linpack
13.39,13.24,595,5,352,21,1.5,77.5,32330776,97004160,1835364,33088604,0,44000,699,0,5267,2824,linpack
13.39,13.24,595,5,352,28.6,0.7,70.7,32331520,97003264,1835516,33089516,0,0,960,0,5353,3021,linpack
13.44,13.25,595,5,352,28.4,0.8,70.7,32331520,97003264,1835516,33089516,0,0,784,0,5275,2867,linpack
13.44,13.25,595,5,352,27.8,1.5,70.7,32331520,97003264,1835516,33089516,0,276000,908,0,5341,2834,linpack
13.44,13.25,595,5,352,25.7,3.5,70.7,32331396,97003232,1835668,33089564,0,0,968,0,5256,2848,linpack
13.44,13.25,595,5,352,28.4,0.9,70.7,32331396,97003232,1835668,33089564,0,32000,1148,0,5529,3157,linpack
13.44,13.25,595,5,352,28.4,0.9,70.7,32331396,97003232,1835668,33089564,0,0,1088,0,5268,2862,linpack
13.48,13.27,595,5,352,25.5,3.8,70.8,32331272,97003200,1835824,33089608,0,0,784,0,5215,2776,linpack
13.48,13.27,595,5,352,24.8,4.4,70.7,32331272,97003200,1835824,33089608,4096,280000,904,0,5241,2816,linpack
13.48,13.27,595,5,352,28.2,1,70.7,32331272,97003200,1835824,33089608,0,0,904,0,5173,2931,linpack
13.48,13.27,595,5,352,28.2,1.1,70.7,32331148,97003168,1835976,33089588,0,0,1143,0,4048,2234,linpack
13.48,13.27,595,5,352,23.9,5.3,70.8,32331148,97003168,1835976,33089588,0,52000,724,0,5289,2877,linpack
13.52,13.28,595,5,352,23.9,5.4,70.7,32331148,97003168,1835976,33089588,0,0,784,0,5280,2870,linpack
13.52,13.28,595,5,352,13.7,3,83.3,32331768,97002400,1836124,33090376,0,0,1440,0,5357,3020,linpack
13.52,13.28,595,5,352,27.7,0.9,71.5,32331768,97002400,1836124,33090376,0,280000,1199,0,5303,2886,linpack
13.52,13.28,595,5,352,28.5,0.8,70.7,32331768,97002400,1836124,33090376,0,0,840,0,5279,2858,linpack
13.52,13.28,595,5,352,28.2,1,70.7,32331520,97002496,1836276,33090316,0,28000,904,0,5221,2795,linpack
13.56,13.29,595,5,352,23.9,5.3,70.8,32331520,97002496,1836276,33090316,0,0,844,0,5341,3008,linpack
13.56,13.29,595,5,352,27.9,1.4,70.7,32331400,97002520,1836376,33090308,0,0,908,0,5282,2876,linpack
13.56,13.29,595,5,352,28.2,1,70.8,32331400,97002520,1836376,33090308,0,312000,968,0,5257,2820,linpack
13.56,13.29,595,5,352,28.4,0.9,70.7,32331400,97002520,1836376,33090308,0,0,827,0,5281,2866,linpack
13.6,13.3,595,5,352,23.4,5.9,70.7,32331276,97002488,1836532,33090292,0,28000,1161,0,5298,2952,linpack
13.6,13.3,595,5,352,28.3,1,70.7,32331276,97002488,1836532,33090292,0,0,1023,0,5220,2772,linpack
13.6,13.3,595,5,352,28,1.3,70.7,32331276,97002488,1836532,33090292,0,0,720,0,4712,2615,linpack
13.6,13.3,595,5,352,28.5,1.1,70.4,32331160,97002448,1836684,33090344,0,0,720,0,3666,2026,linpack
13.6,13.3,595,5,352,20.5,8.7,70.8,32331160,97002448,1836684,33090344,0,260000,1140,0,5348,3025,linpack
13.63,13.32,595,5,352,26.1,3.1,70.8,32331160,97002448,1836684,33090344,0,28000,720,0,5275,2862,linpack
13.63,13.32,595,5,352,18.1,1.9,79.9,32331784,97001632,1836884,33091192,0,0,840,0,5261,2842,linpack
13.63,13.32,595,5,352,28.5,0.7,70.7,32331784,97001632,1836884,33091192,0,0,742,0,5299,2856,linpack
13.63,13.32,595,5,352,28.4,0.8,70.7,32331784,97001632,1836884,33091192,0,0,900,0,5385,3030,linpack
13.63,13.32,595,5,352,28.4,0.9,70.8,32331684,97001584,1837032,33091204,0,312000,540,0,5245,2792,linpack
13.66,13.33,595,5,352,24.8,4.5,70.7,32331684,97001584,1837032,33091204,0,28000,720,0,5332,2888,linpack
13.66,13.33,595,5,352,28.2,1.1,70.7,32331684,97001584,1837032,33091204,0,0,982,0,5345,2887,linpack
13.66,13.33,595,5,352,28.3,0.9,70.7,32331444,97001664,1837184,33091124,0,0,1042,0,5439,3068,linpack
13.66,13.33,595,5,352,26.8,2.5,70.7,32331444,97001664,1837184,33091124,0,0,1282,0,5377,2916,linpack
13.66,13.33,595,6,352,24.1,5.1,70.7,32331444,97001664,1837184,33091124,0,0,1380,0,5445,2974,linpack
13.69,13.34,595,5,352,28.2,1.1,70.7,32331320,97001632,1837344,33091168,0,352000,1080,0,5341,2863,linpack
13.69,13.34,595,5,352,28.3,1,70.7,32331320,97001632,1837344,33091168,0,0,1281,0,5352,3040,linpack
13.69,13.34,595,5,352,25.5,3.7,70.8,32331320,97001632,1837344,33091168,0,0,1666,0,3923,2190,linpack
13.69,13.34,595,5,352,24.7,4.5,70.7,32331208,97001600,1837488,33091224,0,0,960,0,5291,2828,linpack
13.69,13.34,595,5,352,17.7,3.6,78.8,32331208,97001600,1837488,33091224,0,0,1027,0,5261,2834,linpack
13.71,13.35,595,5,352,26.7,0.9,72.4,32331208,97001600,1837488,33091224,0,348000,796,0,5426,3058,linpack
13.71,13.35,595,5,352,28.4,0.9,70.7,32331580,97001072,1837640,33091712,0,0,1344,0,5268,2797,linpack
13.71,13.35,595,5,352,28.3,0.9,70.7,32331580,97001072,1837640,33091712,0,0,1560,0,5412,2956,linpack
13.71,13.35,595,5,352,23.8,5.5,70.7,32331580,97001072,1837640,33091712,0,0,660,0,5327,2891,linpack
13.71,13.35,595,5,352,28.4,0.9,70.7,32331340,97001112,1837844,33091716,0,0,840,0,5358,2998,linpack
13.74,13.36,595,5,352,28.3,0.9,70.7,32331340,97001112,1837844,33091716,0,0,900,0,5292,2840,linpack
13.74,13.36,595,5,352,28.2,1.1,70.8,32331340,97001112,1837844,33091716,0,240000,2035,155,5396,2950,linpack
13.74,13.36,595,5,352,22,7.3,70.7,32331220,97001072,1838000,33091768,0,0,1344,0,5328,2859,linpack
13.74,13.36,595,5,352,28.3,0.9,70.7,32331220,97001072,1838000,33091768,0,0,720,0,5263,2886,linpack
13.74,13.36,595,5,352,28.4,0.8,70.8,32331220,97001072,1838000,33091768,0,0,780,0,5277,2808,linpack
13.76,13.37,595,5,352,28.2,1,70.7,32331112,97001024,1838156,33091772,0,0,780,0,4741,2617,linpack
13.76,13.37,595,5,352,23.1,6.1,70.7,32331112,97001024,1838156,33091772,0,288000,660,0,4355,2400,linpack
13.76,13.37,595,7,351,22.3,2.5,75.3,32331112,97001024,1838156,33091772,0,0,360,0,5344,2992,linpack
13.76,13.37,595,5,352,16.8,1.9,81.3,32332008,96999968,1838320,33092836,0,0,480,0,5316,2864,linpack
13.76,13.37,595,5,352,28.3,1,70.7,32332008,96999968,1838320,33092836,0,0,1344,0,5310,2887,linpack
13.86,13.4,595,5,352,28.3,1,70.8,32332008,96999968,1838320,33092836,0,0,660,0,5283,2831,linpack
13.86,13.4,595,5,352,28.4,0.9,70.7,32331504,97000320,1838468,33092512,0,364000,540,0,5371,3002,linpack
13.86,13.4,595,5,352,24.4,4.8,70.7,32331504,97000320,1838468,33092512,0,0,964,0,5350,2899,linpack
13.86,13.4,595,5,352,28.3,0.9,70.7,32331504,97000320,1838468,33092512,0,0,1796,0,5376,2932,linpack
13.87,13.41,595,5,352,28.2,1.1,70.7,32331412,97000272,1838612,33092588,0,0,1187,0,5386,2910,linpack
13.87,13.41,595,5,352,26.4,2.9,70.7,32331412,97000272,1838612,33092588,0,0,1296,0,5437,3072,linpack
13.87,13.41,595,5,352,23.3,5.9,70.7,32331412,97000272,1838612,33092588,0,328000,664,0,5299,2853,linpack
13.87,13.41,595,5,352,28.4,0.9,70.7,32331368,97000160,1838764,33092656,0,0,660,0,5294,2815,linpack
13.87,13.41,595,5,352,28.2,1.1,70.8,32331368,97000160,1838764,33092656,0,0,720,0,5173,2745,linpack
13.88,13.42,595,5,352,26.3,3,70.7,32331368,97000160,1838764,33092656,0,0,900,0,3436,2143,linpack
13.88,13.42,595,5,352,22.6,6.7,70.7,32331236,97000128,1838928,33092692,0,0,540,0,4841,2633,linpack
13.88,13.42,595,5,352,21.4,3.4,75.2,32331236,97000128,1838928,33092692,8192,380000,1102,0,5558,3106,linpack
13.88,13.42,595,5,352,26.2,1,72.9,32331236,97000128,1838928,33092692,0,0,1020,0,5239,2811,linpack
13.88,13.42,595,5,352,28.5,0.7,70.8,32331740,96999488,1839068,33093364,0,0,960,0,5322,3015,linpack
13.89,13.43,595,5,352,28.5,0.8,70.7,32331740,96999488,1839068,33093364,0,0,540,0,5326,2876,linpack
13.89,13.43,595,5,352,26.9,2.4,70.7,32331740,96999488,1839068,33093364,0,0,622,0,5225,2785,linpack
13.89,13.43,595,5,352,28.5,0.8,70.7,32331484,96999584,1839228,33093224,0,348000,1584,0,5350,2926,linpack
13.89,13.43,595,5,352,28.4,0.9,70.7,32331484,96999584,1839228,33093224,0,0,1462,0,5422,3059,linpack
13.89,13.43,595,5,352,27.9,1.4,70.7,32331484,96999584,1839228,33093224,0,0,839,0,5372,2830,linpack
13.9,13.44,595,5,352,25.6,3.6,70.7,32331488,96999424,1839380,33093396,0,0,862,0,5357,2933,linpack
13.9,13.44,595,5,352,28.3,0.9,70.8,32331488,96999424,1839380,33093396,0,0,600,0,5262,2831,linpack
13.9,13.44,595,5,352,28.4,0.8,70.7,32331488,96999424,1839380,33093396,0,316000,1102,0,5356,2974,linpack
13.9,13.44,595,5,352,25.6,3.6,70.8,32331404,96999368,1839524,33093480,0,0,2127,0,5298,2843,linpack
13.9,13.44,595,5,352,20.4,6.7,72.9,32331404,96999368,1839524,33093480,0,0,802,0,4562,2527,linpack
13.51,13.37,595,5,352,16.1,2.6,81.3,32331404,96999368,1839524,33093480,0,0,1059,0,5026,2716,linpack
13.51,13.37,595,5,352,16.4,2.1,81.5,32331768,96998840,1839688,33094008,0,0,1397,0,5392,3076,linpack
13.51,13.37,595,5,352,28.5,0.8,70.8,32331768,96998840,1839688,33094008,0,300000,720,0,5284,2856,linpack
13.51,13.37,595,5,352,28.8,0.9,70.2,32331768,96998840,1839688,33094008,0,0,720,0,5278,2849,linpack
13.51,13.37,595,5,352,27.9,1.3,70.8,32331652,96998768,1839876,33094060,0,0,900,0,5307,2864,linpack
13.55,13.38,595,5,352,24.3,5,70.7,32331652,96998768,1839876,33094060,0,0,900,0,5445,3083,linpack
13.55,13.38,595,5,352,28.4,0.8,70.7,32331652,96998768,1839876,33094060,0,0,1199,0,5354,2896,linpack
13.55,13.38,595,5,352,28.5,0.8,70.7,32331528,96998736,1840028,33094052,0,0,960,0,5341,2904,linpack
13.55,13.38,595,5,352,26.4,2.9,70.8,32331528,96998736,1840028,33094052,0,296000,2238,0,5458,2997,linpack
13.55,13.38,595,5,352,25.1,4.2,70.7,32331408,96998760,1840128,33094044,0,0,1325,152,5463,3122,linpack
13.58,13.39,595,5,352,28.2,1.1,70.7,32331408,96998760,1840128,33094044,0,0,960,0,5286,2845,linpack
13.58,13.39,595,5,352,28.2,1.1,70.7,32331408,96998760,1840128,33094044,0,0,840,0,5248,2786,linpack
13.58,13.39,595,5,352,23.2,6.1,70.7,32331292,96998720,1840284,33094108,0,0,875,169,3701,2013,linpack
13.58,13.39,595,5,352,25.4,3.8,70.8,32331292,96998720,1840284,33094108,0,344000,1200,0,3177,2031,linpack
13.62,13.4,595,5,352,16.4,2.3,81.4,32331292,96998720,1840284,33094108,0,0,780,84,5278,2833,linpack
13.62,13.4,595,5,352,28.5,0.7,70.7,32331672,96998192,1840436,33094600,0,0,664,0,5411,2968,linpack
13.62,13.4,595,5,352,28.5,0.7,70.8,32331672,96998192,1840436,33094600,0,0,904,54,5325,2934,linpack
13.62,13.4,595,5,352,28.4,0.9,70.7,32331672,96998192,1840436,33094600,0,0,844,0,5335,2997,linpack
13.62,13.4,595,5,352,24.5,4.8,70.7,32331308,96998400,1840588,33094348,0,32000,1204,0,5265,2843,linpack
13.65,13.41,595,5,352,28.5,0.7,70.8,32331308,96998400,1840588,33094348,0,308000,1084,0,5285,2873,linpack
13.65,13.41,595,5,352,28.4,0.8,70.7,32331308,96998400,1840588,33094348,0,0,1271,0,5274,2850,linpack
13.65,13.41,595,5,352,27.7,1.5,70.7,32331188,96998368,1840744,33094396,0,0,1216,0,5325,2980,linpack
13.65,13.41,595,5,352,22.8,6.5,70.7,32331188,96998368,1840744,33094396,0,0,964,0,5285,2882,linpack
13.65,13.41,595,6,351,28.5,0.7,70.7,32331188,96998368,1840744,33094396,0,44000,1563,0,5308,2896,linpack
13.68,13.42,595,5,352,28.3,1,70.7,32331080,96998256,1840956,33094472,0,328000,1528,0,5271,2813,linpack
13.68,13.42,595,5,352,27,2.3,70.7,32331080,96998256,1840956,33094472,0,0,1264,0,5437,3061,linpack
13.68,13.42,595,5,352,23.9,5.4,70.8,32331080,96998256,1840956,33094472,0,0,1166,0,5202,2857,linpack
13.68,13.42,595,5,352,20.1,2.4,77.5,32331328,96997856,1841108,33094916,0,0,1284,0,3732,2107,linpack
13.68,13.42,595,5,352,28.2,0.9,71,32331328,96997856,1841108,33094916,0,28000,1340,0,5241,2813,linpack
13.7,13.43,595,5,352,28.5,0.8,70.7,32331328,96997856,1841108,33094916,0,0,1472,0,5492,3013,linpack
13.7,13.43,595,5,352,28.5,0.8,70.7,32330956,96998080,1841260,33094656,0,260000,866,0,5288,2889,linpack
13.7,13.43,595,5,352,26.5,2.7,70.7,32330956,96998080,1841260,33094656,0,0,1024,0,5349,2890,linpack
